SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
524226,GUJ AMB EXP ,A ,Q,164.00,167.30,160.00,163.45,164.00,161.15,752,30409,4966428.00,
524230,RASHTR.CHEM.,A ,Q,80.35,80.70,77.20,77.90,77.90,79.50,3025,410697,32287960.00,
524280,KOPRAN LTD. ,B ,Q,198.50,204.30,187.00,190.00,190.00,196.90,3723,218850,42424684.00,
524288,AIMCO PESTI.,X ,Q,102.85,114.80,97.70,112.70,110.30,99.65,640,80750,8777423.00,
524314,GUJ.TERC LAB,X ,Q,10.57,10.57,10.02,10.12,10.12,10.08,14,5037,51673.00,
524322,KABRA DRUGS ,XT,Q,4.00,4.00,3.99,4.00,4.00,4.00,3,321,1283.00,
524324,SEYAIND     ,B ,Q,53.20,55.75,52.35,52.65,53.50,54.85,225,6426,344520.00,
524330,JAYANT AGRO ,B ,Q,175.00,176.10,167.85,171.00,171.60,176.40,497,8995,1543850.00,
524332,BCLIL       ,B ,Q,128.00,131.80,123.35,124.80,125.15,126.25,1138,47231,6033054.00,
524336,SH.HARI CHEM,X ,Q,65.00,67.70,65.00,65.55,65.55,65.50,60,1853,121910.00,
524342,INDOBORAXC  ,X ,Q,878.00,878.80,775.00,835.15,838.65,865.30,404,6597,5522039.00,
524348,AARTI DRUGS ,A ,Q,797.45,816.65,765.00,780.50,780.50,793.65,14137,296888,234863407.00,
524370,BODAL CHEM  ,A ,Q,102.00,102.65,100.50,101.10,101.20,101.25,1344,68074,6917244.00,
524372,ORCHIDPHAR  ,B ,Q,1593.55,1625.35,1551.60,1579.70,1576.15,1593.55,703,2650,4208087.00,
524394,VIMTA LABS  ,B ,Q,241.95,243.55,229.90,232.10,232.10,239.60,704,16366,3869622.00,
524396,BIOFIL CHEM ,B ,Q,73.85,76.45,73.20,75.80,76.15,72.85,1059,49724,3768567.00,
524400,ISHITA DRUGS,X ,Q,30.15,30.15,30.00,30.00,30.00,30.15,7,1753,52830.00,
524404,MARKSANS    ,A ,Q,74.90,76.50,73.65,73.90,73.90,73.65,3619,1141806,85724672.00,
524408,UNIV.STARCH ,XT,Q,90.00,90.00,82.65,83.25,88.00,87.00,27,1651,142790.00,
524412,AAREY DRUGS ,X ,Q,32.75,32.75,31.00,31.10,31.45,31.75,594,123107,3904198.00,
524414,NORRIS MEDI.,XT,Q,11.40,11.40,10.83,11.40,11.40,11.40,7,248,2798.00,
524434,ASIAN PETRO ,XT,Q,3.46,3.46,3.46,3.46,3.46,3.46,4,544,1882.00,
524440,CAMEX LTD   ,X ,Q,24.40,25.95,24.00,25.50,25.50,23.90,44,4071,102764.00,
524444,EVEXIA      ,X ,Q,130.00,134.75,124.00,126.25,126.25,126.65,1000,85659,10937515.00,
524458,INDOEURO    ,XT,Q,7.61,7.61,7.61,7.61,7.61,7.76,8,326,2480.00,
524470,SYNCOM FORM.,X ,Q,5.81,5.81,5.59,5.81,5.81,5.70,4308,8734363,50248576.00,
524480,RIDHI SIDHI ,X ,Q,274.00,274.00,262.10,262.90,265.00,264.00,41,2991,802080.00,
524488,SVCIND      ,XT,Q,1.00,1.00,0.94,0.98,0.96,0.96,54,12692,12163.00,
524494,IPCA LAB LTD,A ,Q,2100.50,2117.70,2049.00,2056.60,2056.60,2097.05,998,7087,14730461.00,
524500,KILITCH DRUG,B ,Q,138.00,138.00,131.00,134.25,134.70,134.50,238,9910,1325851.00,
524506,CORAL LAB.  ,X ,Q,426.50,426.60,410.00,413.15,413.15,421.45,149,5291,2193612.00,
524516,BACIL PHARMA,XT,Q,7.65,7.65,7.65,7.65,7.65,7.50,3,280,2142.00,
524518,KREBS BIOCHM,B ,Q,124.35,126.90,121.50,124.45,126.20,122.00,70,2137,267352.00,
524520,KMC SHIL    ,X ,Q,42.50,44.90,41.85,42.45,42.40,43.95,2133,376065,16064420.00,
524522,LAFFANS PETR,X ,Q,20.75,21.00,18.85,19.85,19.85,19.55,27,1420,28783.00,
524534,BHASKAR AGRO,XT,Q,38.45,40.35,36.55,36.55,36.55,38.45,9,57,2152.00,
524542,SUKJIT STRCH,X ,Q,244.00,245.00,230.00,231.40,232.50,234.65,84,4362,1018237.00,
524558,NEULAND LAB.,A ,Q,2658.00,2718.65,2626.65,2682.90,2682.90,2620.45,779,5195,13937721.00,
524564,GAYATRI BIO ,XT,Q,6.15,6.15,5.68,5.80,5.80,5.97,26,1979,11711.00,
524570,PODDAR PIGM.,B ,Q,214.60,217.00,210.70,213.35,212.30,215.50,156,3556,762227.00,
524572,PHARMAIDS PH,XT,Q,23.50,23.50,23.50,23.50,23.50,22.40,44,6702,157497.00,
524576,VIVID IND   ,X ,Q,25.85,25.85,23.80,24.60,24.60,24.45,110,42894,1055048.00,
524580,PRIYA LTD.  ,X ,Q,6.82,6.82,6.82,6.82,6.82,6.50,1,5,34.00,
524582,TIRUPATI STA,XT,Q,45.65,50.30,45.60,47.50,48.90,47.95,22,1295,61649.00,
524590,HEMORGANIC  ,X ,Q,13.10,13.10,13.10,13.10,13.10,13.78,2,6,78.00,
524594,ASHOK-ALCO  ,X ,Q,95.20,99.90,95.15,97.00,97.00,99.10,38,3336,325080.00,
524598,AKSHARCHEM I,B ,Q,252.65,271.15,252.65,258.95,258.95,259.30,75,906,235334.00,
524606,BERYL DRUGS ,X ,Q,6.45,6.98,6.45,6.98,6.98,6.65,13,8137,55702.00,
524622,ISTRNETWK   ,X ,Q,1.62,1.62,1.62,1.62,1.62,1.55,9,3690,5977.00,
524624,GAGAN GASES ,XT,Q,13.14,13.14,13.14,13.14,13.14,12.89,5,863,11339.00,
524628,PARKER AGRO.,X ,Q,7.48,7.48,7.48,7.48,7.48,7.13,1,1,7.00,
524634,ALU FLUORIDE,X ,Q,285.00,288.55,266.25,267.80,269.75,280.25,723,29677,8061836.00,
524640,ARCHITORG   ,X ,Q,34.70,34.95,31.55,33.05,33.90,33.00,81,20029,661962.00,
524642,SIKOZY REAL ,X ,Q,0.85,0.89,0.85,0.87,0.87,0.85,4,3002,2611.00,
524648,INDO AMINES ,X ,Q,117.85,126.00,117.85,120.45,120.00,119.80,476,60478,7420322.00,
524654,NATURAL CAPS,X ,Q,138.95,138.95,129.75,132.55,132.55,131.35,47,1423,190543.00,
524661,WELCURE DRUG,XT,Q,2.22,2.22,2.22,2.22,2.22,2.18,2,302,670.00,
524663,BH.IMMUN&BIO,T ,Q,50.90,50.90,50.90,50.90,50.90,49.95,122,25667,1306450.00,
524667,SOTL        ,B ,Q,1030.05,1084.00,1025.00,1060.75,1069.00,1044.05,665,2735,2901934.00,
524669,HESTER BISC ,A ,Q,2245.00,2245.00,2147.85,2154.85,2147.85,2172.50,181,602,1312701.00,
524675,KABSONS INDU,XT,Q,9.74,9.74,9.74,9.74,9.74,9.93,56,4075,39690.00,
524687,BASANT AGRO ,X ,Q,6.71,6.99,6.65,6.67,6.66,6.71,190,157316,1057392.00,
524703,SANDU PHARMA,X ,Q,44.95,44.95,41.10,41.80,41.80,43.85,84,4282,184270.00,
524709,NACLIND     ,B ,Q,40.85,41.15,39.55,39.85,39.90,40.25,485,43715,1764954.00,
524711,VISTA PHARMA,XT,Q,11.85,12.50,11.85,12.44,12.45,12.06,122,25332,311828.00,
524715,SUN PHARMA. ,A ,Q,681.50,691.00,678.00,679.50,679.50,679.25,4635,219512,150071771.00,
524717,TITAN BIOTEC,X ,Q,325.00,329.80,315.00,316.70,316.70,326.20,1079,39329,12597571.00,
524727,SDL         ,X ,Q,12.94,12.94,12.50,12.50,12.50,12.33,9,699,8805.00,
524731,JENBURKT PH.,X ,Q,443.20,455.90,443.10,450.90,450.00,446.05,144,7695,3463946.00,
524735,HIKAL LTD.  ,A ,Q,337.50,345.05,325.40,325.85,325.85,342.50,3963,148308,49503150.00,
524742,CAPLIN POINT,A ,Q,571.80,584.55,545.50,577.30,577.30,560.60,7562,137604,78140381.00,
524743,FISCHER     ,XT,Q,25.45,25.45,25.25,25.45,25.45,25.45,4,5,127.00,
524748,LINK PHARMA ,X ,Q,32.10,35.00,32.10,33.80,33.80,33.35,165,20617,709696.00,
524752,DECIPHER    ,X ,Q,32.90,33.85,31.00,33.30,33.40,31.70,132,22591,733686.00,
524768,EMMESSAR BIO,X ,Q,20.00,22.05,20.00,21.90,21.90,21.00,25,4701,102341.00,
524774,NGL FINE CHM,X ,Q,1584.95,1585.00,1545.10,1565.95,1579.00,1576.60,228,3142,4901740.00,
524790,EVEREST ORG.,X ,Q,350.00,350.00,330.00,330.95,330.95,343.35,520,19759,6648266.00,
524804,AUROB.PHARMA,A ,Q,1010.00,1023.00,1001.10,1012.75,1013.70,1008.50,2410,75622,76622293.00,
524808,PHYTOCHEM I.,X ,Q,21.10,21.15,20.25,21.15,21.15,21.50,20,2775,57651.00,
524816,NATCO PHARM ,A ,Q,949.00,953.00,922.65,941.55,941.55,944.25,1052,22006,20746380.00,
524818,DYNAMIC IND.,XT,Q,60.35,64.85,60.35,60.60,60.60,63.45,53,2772,169764.00,
524820,PANAMA PETRO,B ,Q,179.80,185.80,179.80,182.65,182.90,180.55,667,14617,2684066.00,
524824,BAL PHARMA  ,T ,Q,109.55,109.55,104.05,105.40,105.40,108.20,310,21000,2225328.00,
524828,BDH INDUS.  ,X ,Q,97.00,97.00,94.70,96.00,95.50,96.10,66,2644,253139.00,
526027,CUBEX TUBING,T ,Q,28.65,29.55,28.35,29.00,28.75,29.65,19,3179,91195.00,
526043,POLYMECH.MCH,X ,Q,30.15,33.00,30.15,30.65,30.65,30.15,8,566,17511.00,
526073,GALAXY BEAR.,XT,Q,200.10,200.10,194.00,198.00,198.00,190.60,10,437,86851.00,
526081,SCAGRO      ,XT,Q,2.20,2.25,2.20,2.25,2.25,2.15,13,546,1218.00,
526113,UNIROYAL MAR,XT,Q,8.10,8.56,8.10,8.56,8.56,8.16,2,500,4096.00,
526117,SHERVANI IND,X ,Q,232.00,232.00,225.05,228.90,228.00,231.90,25,1203,271621.00,
526133,SUPERTEX IND,X ,Q,4.95,5.30,4.94,4.94,4.94,5.20,32,6509,32522.00,
526137,SHETRON LTD ,X ,Q,25.00,25.85,24.20,24.80,24.20,24.75,37,4979,125294.00,
526139,TRANSGENE BI,XT,Q,4.64,4.64,4.47,4.52,4.59,4.56,58,18267,82010.00,
526143,MPL         ,XT,Q,6.32,6.32,6.32,6.32,6.32,6.02,17,8693,54939.00,
526159,NIKHIL ADHSV,X ,Q,487.35,487.35,454.00,462.80,462.80,469.20,121,2687,1253345.00,
526161,SPENTA INT. ,X ,Q,43.90,43.90,40.15,41.35,41.35,40.00,13,486,20173.00,
526169,MULTIBASE I ,X ,Q,184.00,188.75,177.05,179.00,181.50,183.35,153,7610,1381122.00,
526173,ANDREW YULE ,B ,Q,21.35,21.90,21.20,21.40,21.40,21.30,773,250410,5368845.00,
526179,LUDOLOW JUTE,X ,Q,79.40,79.95,77.00,77.50,77.15,78.05,261,30596,2404507.00,
526187,ASHRAM ONLIN,XT,Q,3.91,3.91,3.80,3.80,3.80,3.80,6,250,951.00,
526193,ROYAL CUSHIO,XT,Q,6.25,6.56,6.00,6.56,6.56,6.25,3,503,3143.00,
526195,NEOGEM INDIA,XT,Q,1.81,1.99,1.81,1.99,1.99,1.90,13,15954,28894.00,
526217,HITECHCORP  ,B ,Q,154.15,176.25,152.10,165.90,165.00,153.95,1130,27065,4516983.00,
526225,BLOOM DEKOR ,X ,Q,7.90,7.90,7.90,7.90,7.90,7.90,4,1120,8848.00,
526227,FILATEX INDI,B ,Q,88.00,105.35,88.00,101.85,101.85,87.80,4491,335995,33741957.00,
526231,STD.SURFACT.,XT,Q,31.25,31.25,30.40,31.25,31.25,29.80,66,5595,173569.00,
526235,MERCATOR    ,B ,Q,1.05,1.05,0.99,1.00,1.00,1.04,108,262711,264704.00,
526237,MORGAN VENT ,XT,Q,13.38,13.38,12.13,13.34,13.34,12.76,8,1608,21458.00,
526241,AMRAPALI IND,X ,Q,4.66,4.66,4.11,4.45,4.11,4.25,12,5328,23620.00,
526247,PREMIER EXPL,B ,Q,159.90,162.00,155.00,157.40,157.00,157.35,49,1000,160114.00,
526263,MOLD-TEK TEC,B ,Q,48.15,48.15,45.50,45.70,45.50,46.25,131,2719,125029.00,
526269,CRESTCHEM LT,XT,Q,42.10,42.10,40.00,40.00,40.00,42.00,11,234,9530.00,
526299,MPHASIS LTD ,A ,Q,1865.00,1883.20,1828.00,1845.85,1840.00,1845.95,1800,23533,43485500.00,
526301,MEDINOVA DIA,XT,Q,33.45,35.00,32.40,32.50,32.40,34.10,29,1336,43927.00,
526315,DIVYA.GRANIT,X ,Q,46.75,52.55,46.75,49.30,47.80,47.35,27,1705,82413.00,
526325,ORIENT PRESS,B ,Q,77.00,79.00,77.00,78.35,78.35,77.30,46,894,69966.00,
526335,SHREYAS INTE,XT,Q,5.56,5.56,5.50,5.50,5.50,5.30,9,1578,8769.00,
526365,SWARNASA    ,X ,Q,11.69,11.69,11.00,11.46,11.46,11.27,21,1176,13305.00,
526367,GANESH HSG. ,B ,Q,72.20,75.00,70.10,74.75,75.00,74.85,55,3963,288748.00,
526371,NMDC LTD    ,A ,Q,172.05,187.30,171.75,184.90,184.90,170.30,14004,2629470,477412052.00,
526381,PAT INT LOG ,B ,Q,18.70,19.00,18.40,18.65,18.50,18.85,152,11865,222243.00,
526397,ALPHAGEO (I),B ,Q,216.00,224.70,210.00,214.55,214.30,218.65,95,2255,486769.00,
526407,RIT PRO IND ,X ,Q,43.95,53.50,43.95,51.30,51.30,44.85,152,38202,1985043.00,
526409,KKALPANAIND ,X ,Q,28.85,28.85,27.50,28.35,28.35,27.75,75,20520,575700.00,
526415,OK PLAY (I) ,XT,Q,21.20,21.40,21.10,21.10,21.10,21.50,46,7111,150332.00,
526423,KRITI INDUS.,X ,Q,75.20,75.20,70.20,71.75,71.75,72.60,298,36807,2641483.00,
526433,ASM TECHNOLO,X ,Q,106.80,112.10,106.80,111.35,112.00,106.80,184,16794,1845041.00,
526435,PERFECTPAC  ,X ,Q,115.30,116.10,115.30,116.10,116.10,113.10,3,45,5192.00,
526441,VISIONCINE  ,XT,Q,0.61,0.67,0.61,0.63,0.62,0.64,24,18991,12245.00,
526443,DATASOFT APP,X ,Q,1.82,1.82,1.82,1.82,1.82,1.74,1,360,655.00,
526445,INDRAYANI BI,X ,Q,6.10,6.10,5.92,5.94,5.92,6.10,49,19344,115297.00,
526471,WINSOME BREW,XT,Q,4.74,4.74,4.74,4.74,4.74,4.52,124,26091,123671.00,
526473,ELEGANT FLOR,X ,Q,1.68,1.68,1.68,1.68,1.68,1.76,10,2236,3756.00,
526477,S.A.ENTERPR.,XT,Q,11.77,11.77,11.77,11.77,11.77,11.77,2,500,5885.00,
526479,SKY INDUST. ,X ,Q,76.00,78.00,73.05,74.95,73.05,75.75,17,5082,381218.00,
526481,PHOENIX INT.,XT,Q,13.78,13.80,13.75,13.78,13.80,13.15,7,2059,28379.00,
526492,RISHIROOP   ,X ,Q,96.00,101.00,93.15,94.45,94.45,98.40,154,11337,1100241.00,
526500,STR GRE WOO ,X ,Q,9.01,9.01,9.01,9.01,9.01,9.31,1,1,9.00,
526504,DOLPHIN MEDI,XT,Q,3.21,3.21,3.21,3.21,3.21,3.06,79,92586,297201.00,
526506,SYSTAMATIX C,X ,Q,181.00,195.80,181.00,191.45,195.80,186.70,24,1960,370649.00,
526519,ALPINE HSG. ,X ,Q,14.00,14.29,12.53,13.97,12.80,13.07,22,905,11734.00,
526521,SANGHI IND. ,B ,Q,47.95,50.30,46.45,48.85,48.85,47.50,3697,651283,31766466.00,
526544,SCANP GEOM  ,X ,Q,16.50,16.50,15.30,15.50,15.50,15.85,24,3740,58052.00,
526546,CHOKSI LABOR,XT,Q,9.87,9.87,9.86,9.86,9.86,9.40,12,1662,16388.00,
526550,CCHHL       ,B ,Q,4.12,4.65,4.12,4.51,4.58,4.51,63,45237,206056.00,
526554,SALGUTI IND ,XT,Q,7.50,7.50,7.50,7.50,7.50,7.15,1,1,7.00,
526568,LONGVIEW TEA,XT,Q,12.12,12.12,12.12,12.12,12.12,11.55,2,132,1599.00,
526574,ENTERPR.INTE,X ,Q,7.20,7.20,7.20,7.20,7.20,6.86,1,99,712.00,
526576,TECHIN      ,B ,Q,3.89,3.89,3.89,3.89,3.89,3.71,12,3067,11930.00,
526582,TPL PLAST   ,B ,Q,224.65,233.00,220.00,223.95,223.95,222.15,133,2274,506943.00,
526586,WIM PLAST LT,X ,Q,445.00,464.00,441.10,459.75,458.00,443.25,280,10812,4923435.00,
526596,LIBERTY SHOE,B ,Q,134.00,134.75,131.55,132.00,132.00,134.05,482,9001,1193811.00,
526608,ELECTROTHERM,B ,Q,115.50,136.65,112.65,129.20,129.20,113.90,3203,139161,18216481.00,
526612,BLUE DART EX,A ,Q,5474.90,5555.00,5275.00,5299.55,5310.00,5397.00,544,1987,10582058.00,
526614,EXPO GAS    ,XT,Q,6.97,6.97,6.45,6.74,6.80,6.67,102,13214,88119.00,
526616,NAT.PLASTIC ,X ,Q,26.95,26.95,25.65,26.20,26.70,25.90,56,4029,105843.00,
526622,MFL INDIA   ,X ,Q,0.17,0.18,0.17,0.18,0.18,0.17,90,256985,45991.00,
526638,TEXEL INDUS.,X ,Q,41.20,41.20,41.20,41.20,41.20,40.40,2,85,3502.00,
526640,ROYALE MANOR,XT,Q,15.50,15.60,15.10,15.10,15.10,14.90,10,2302,35600.00,
526642,MIRZA INTER ,B ,Q,47.55,48.35,46.75,47.00,47.00,47.50,346,15652,743409.00,
526650,TOURISM FINA,B ,Q,56.60,56.80,56.00,56.35,56.50,56.25,88,5009,282000.00,
526654,THAKKERS DEV,X ,Q,64.70,64.70,64.10,64.20,64.70,64.70,5,126,8092.00,
526666,BHARTIYA INT,T ,Q,197.80,206.30,188.75,201.10,200.05,196.50,93,3634,730781.00,
526668,KAMAT HOTELS,B ,Q,29.85,31.25,29.20,30.25,30.30,29.55,200,5130,156028.00,
526677,DSJ COMM.LTD,T ,Q,1.15,1.15,1.15,1.15,1.15,1.10,3,203,233.00,
526687,POLO HOTELS ,Z ,Q,2.90,2.90,2.90,2.90,2.90,2.89,1,199,577.00,
526703,ECOPLAST LTD,X ,Q,75.00,76.00,74.90,75.95,76.00,75.50,24,1962,147641.00,
526705,ELEGANT MARB,X ,Q,115.00,115.00,115.00,115.00,115.00,116.00,4,235,27025.00,
526717,GOPALA POLY.,Z ,Q,20.40,20.40,20.40,20.40,20.40,20.00,2,74,1509.00,
526721,NICCO PARKS ,XT,Q,44.15,44.15,41.30,42.95,42.95,43.25,38,5299,224783.00,
526723,NTC INDUST  ,X ,Q,60.45,60.50,58.55,59.25,58.75,59.10,61,3647,216336.00,
526725,SANDESH LTD.,B ,Q,710.75,747.05,690.00,699.30,699.60,722.45,116,471,339114.00,
526727,GARNET CONST,X ,Q,19.30,19.30,18.75,19.15,19.20,18.75,11,594,11371.00,
526729,GOLDIAM INT.,B ,Q,388.10,421.80,388.10,400.85,400.85,395.85,1504,51157,20916203.00,
526731,BRIGHT BROS.,X ,Q,88.00,88.00,83.00,84.70,83.25,83.85,106,12482,1057927.00,
526737,CORPOR COUR ,XT,Q,4.55,4.55,4.15,4.32,4.15,4.35,43,15742,69159.00,
526739,NARMADA GEL ,X ,Q,163.30,175.10,163.30,173.00,173.00,169.55,114,6994,1208417.00,
526747,P.G.FOILS   ,X ,Q,90.40,104.00,87.50,101.75,101.75,87.70,1660,156941,15636638.00,
526755,VELAN HOTELS,X ,Q,2.54,2.98,2.54,2.98,2.98,2.82,8,5117,13226.00,
526761,HOWARD HOTEL,X ,Q,4.66,4.99,4.66,4.99,4.99,4.90,5,405,1888.00,
526775,VALIANT COMM,X ,Q,65.30,70.00,65.30,66.65,65.60,67.50,56,9739,655642.00,
526783,DR.AGAR.EYE ,X ,Q,365.05,394.95,365.05,385.00,385.00,376.85,38,3088,1177503.00,
526797,GREENPLY IND,A ,Q,203.50,205.75,199.85,200.70,202.00,201.85,601,17305,3496818.00,
526807,SEAMEC LTD  ,B ,Q,420.10,423.80,411.00,411.80,411.80,419.35,109,277,115544.00,
526813,RAGHUNATH IN,XT,Q,5.50,5.64,5.12,5.50,5.58,5.38,69,14328,78866.00,
526817,CHEVIOT CO. ,X ,Q,790.00,797.00,765.00,769.05,769.00,777.60,367,5950,4648720.00,
526821,DAI-ICHI KAR,X ,Q,395.40,399.00,370.00,373.50,373.50,386.65,418,17644,6682294.00,
526823,RAJINFRA    ,X ,Q,3.90,3.90,3.90,3.90,3.90,3.90,1,1,3.00,
526827,SPICE ISLAND,XT,Q,3.88,3.88,3.88,3.88,3.88,3.88,1,6,23.00,
526829,CONFI PETRO ,B ,Q,63.40,63.40,59.35,59.90,59.90,62.15,2418,315251,19191547.00,
526847,ASHIRWAD STL,X ,Q,15.15,15.50,14.00,15.29,15.50,15.14,33,4502,68195.00,
526849,BANARAS BEAD,B ,Q,50.05,53.30,50.05,51.80,51.80,52.00,37,2283,119226.00,
526851,AREX IND.   ,X ,Q,71.30,71.30,71.30,71.30,71.30,75.05,1,1,71.00,
526853,BILCARE LTD.,X ,Q,53.00,54.50,53.00,53.15,53.05,53.30,272,22341,1197531.00,
526859,INTER ST.FIN,X ,Q,1.89,1.89,1.86,1.86,1.86,1.89,19,7419,13980.00,
526861,RISHI LASER ,X ,Q,13.09,13.09,13.09,13.09,13.09,12.47,9,11200,146608.00,
526865,JAINCO PROJ.,XT,Q,2.33,2.37,2.33,2.37,2.37,2.33,14,4798,11351.00,
526881,63MOONS     ,T ,Q,86.70,89.00,85.05,87.30,87.30,87.20,220,17135,1477356.00,
526885,SARLA PER F ,B ,Q,30.10,33.30,29.75,31.55,31.10,29.55,1056,156420,4971802.00,
526899,HFIL        ,X ,Q,10.40,10.84,10.00,10.16,10.24,10.32,398,133757,1376276.00,
526905,PADMAIND    ,X ,Q,4.73,5.21,4.73,5.21,5.21,4.97,6,55905,264833.00,
